"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099601","BP","GO:0099601","regulation of neurotransmitter receptor activity","7/675","69/22853",0.00420286248669399,0.0519510853382809,0.0435947197764373,"Mef2c/App/Nrxn1/Src/Nlgn3/Dlgap4/Klhl24",7
"GO:0031109","BP","GO:0031109","microtubule polymerization or depolymerization","10/675","126/22853",0.00423337697165142,0.0521845122851646,0.043790599848459,"Apc/Git1/Nin/Camsap1/Dctn1/Tubgcp5/Bmerb1/Camsap3/Clip1/Clasp1",10
"GO:0198738","BP","GO:0198738","cell-cell signaling by wnt","24/675","451/22853",0.00425991072752837,0.0523554463962233,0.043934039097578,"Pfdn5/Tsc2/Cul3/Apc/Depdc1b/Dab2/Ctnnd2/App/Mark2/Tcf7l2/Vangl2/Rtf1/Tbl1xr1/Src/Macf1/Pkd1/Aspm/Daam1/Fermt2/Rnf146/Rapgef1/Tax1bp3/Wnk1/Ppm1b",24
"GO:0071763","BP","GO:0071763","nuclear membrane organization","4/675","23/22853",0.00427058020526359,0.0523554463962233,0.043934039097578,"Tor1aip1/Nsfl1c/Dctn1/Tardbp",4
"GO:0048488","BP","GO:0048488","synaptic vesicle endocytosis","7/675","70/22853",0.00455365823584579,0.0551751547297127,0.0463001955281767,"Itsn2/Scrib/Bin1/Dnm1/Ophn1/Nlgn3/Dnm3",7
"GO:0050885","BP","GO:0050885","neuromuscular process controlling balance","7/675","70/22853",0.00455365823584579,0.0551751547297127,0.0463001955281767,"Psap/Rbfox1/App/Nrxn1/Ap1s2/Aplp2/Myo5a",7
"GO:0140238","BP","GO:0140238","presynaptic endocytosis","7/675","70/22853",0.00455365823584579,0.0551751547297127,0.0463001955281767,"Itsn2/Scrib/Bin1/Dnm1/Ophn1/Nlgn3/Dnm3",7
"GO:0021795","BP","GO:0021795","cerebral cortex cell migration","6/675","53/22853",0.00458535832744376,0.0551751547297127,0.0463001955281767,"Rtn4/Lhx6/Dab1/Cul5/Sun2/Bmerb1",6
"GO:0061028","BP","GO:0061028","establishment of endothelial barrier","6/675","53/22853",0.00458535832744376,0.0551751547297127,0.0463001955281767,"Ptprs/Add1/Ppp1r16b/Rapgef1/Plcb1/Afdn",6
"GO:0099054","BP","GO:0099054","presynapse assembly","6/675","53/22853",0.00458535832744376,0.0551751547297127,0.0463001955281767,"Ptprs/App/Nrxn1/Nlgn3/Cadm1/Eif4g1",6
"GO:0033262","BP","GO:0033262","regulation of nuclear cell cycle DNA replication","3/675","12/22853",0.00462354762165634,0.0551751547297127,0.0463001955281767,"Wiz/Cdc7/Atrx",3
"GO:0042996","BP","GO:0042996","regulation of Golgi to plasma membrane protein transport","3/675","12/22853",0.00462354762165634,0.0551751547297127,0.0463001955281767,"Gopc/Atp2c1/Lyplal1",3
"GO:0140059","BP","GO:0140059","dendrite arborization","3/675","12/22853",0.00462354762165634,0.0551751547297127,0.0463001955281767,"Phactr1/Taok2/Afdn",3
"GO:1905245","BP","GO:1905245","regulation of aspartic-type peptidase activity","3/675","12/22853",0.00462354762165634,0.0551751547297127,0.0463001955281767,"App/Bin1/Epha4",3
"GO:0046777","BP","GO:0046777","protein autophosphorylation","15/675","237/22853",0.00477440085429405,0.0568242351013724,0.0476840202591367,"Mark3/Fyn/Tom1l1/Camk2g/Ptk2/Sik1/Mark2/Stk17b/Epha4/Src/Smg1/Ephb1/Wnk1/Aak1/Nrg1",15
"GO:0001953","BP","GO:0001953","negative regulation of cell-matrix adhesion","5/675","38/22853",0.00496304165004001,0.058757698901661,0.0493064851609307,"Dmtn/Src/Cask/Phldb2/Acer2",5
"GO:0031114","BP","GO:0031114","regulation of microtubule depolymerization","5/675","38/22853",0.00496304165004001,0.058757698901661,0.0493064851609307,"Apc/Camsap1/Bmerb1/Camsap3/Clasp1",5
"GO:1900006","BP","GO:1900006","positive regulation of dendrite development","4/675","24/22853",0.00500662123110552,0.0591176564841328,0.0496085433342505,"Ezh2/Cyfip1/Opa1/Clip1",4
"GO:0007626","BP","GO:0007626","locomotory behavior","16/675","262/22853",0.00511737324826065,0.060109041269491,0.0504404632378847,"Psap/Git1/Mta1/Ntan1/App/Ube3a/Epha4/Dnm1/Dab1/Apba2/Aplp2/Myo5a/Abat/Gmfb/Nrg1/Fign",16
"GO:0032886","BP","GO:0032886","regulation of microtubule-based process","16/675","262/22853",0.00511737324826065,0.060109041269491,0.0504404632378847,"Apc/Git1/Sirt1/Nin/Nubp1/Mark2/Camsap1/Macf1/Dctn1/Pkd1/Phldb2/Agrn/Bmerb1/Camsap3/Clip1/Clasp1",16
"GO:1900407","BP","GO:1900407","regulation of cellular response to oxidative stress","8/675","90/22853",0.00514328135208013,0.060221327981511,0.0505346885599016,"Fbxo7/Psap/Fyn/Sirt1/App/Fbxw7/Mapkap1/Rnf146",8
"GO:0010632","BP","GO:0010632","regulation of epithelial cell migration","15/675","239/22853",0.00515377533873417,0.060221327981511,0.0505346885599016,"Mef2c/Sirt1/Rtn4/Evl/Ptk2/Map4k4/Src/Fbxw7/Macf1/Pik3c2a/Pik3r2/Ptprm/Rhoj/Clasp1/Synj2bp",15
"GO:0001837","BP","GO:0001837","epithelial to mesenchymal transition","11/675","151/22853",0.00530740887295635,0.061422708732785,0.0515428264429808,"Tsc2/Rtn4/Dab2/Tcof1/Tcf7l2/Vangl2/Ezh2/Flna/Phldb2/Fermt2/Clasp1",11
"GO:0031333","BP","GO:0031333","negative regulation of protein-containing complex assembly","11/675","151/22853",0.00530740887295635,0.061422708732785,0.0515428264429808,"Sirt2/Evl/Dmtn/Add3/Stxbp1/Src/Add1/Tfip11/Tmod2/Tpm1/Sptan1",11
"GO:0048678","BP","GO:0048678","response to axon injury","7/675","72/22853",0.00532097485882704,0.061422708732785,0.0515428264429808,"Ptprs/Rtn4/Epha4/Flna/Neo1/Ptprf/Nrg1",7
"GO:0030518","BP","GO:0030518","intracellular steroid hormone receptor signaling pathway","9/675","110/22853",0.00533872440512283,0.061422708732785,0.0515428264429808,"Sirt1/Cnot2/Dab2/Ube3a/Src/Ncor2/Ufsp2/Nedd4/Rnf14",9
"GO:0043266","BP","GO:0043266","regulation of potassium ion transport","9/675","110/22853",0.00533872440512283,0.061422708732785,0.0515428264429808,"Bin1/Nedd4l/Flna/Nedd4/Ank2/Agrn/Wnk1/Dpp6/Klhl24",9
"GO:0110020","BP","GO:0110020","regulation of actomyosin structure organization","9/675","110/22853",0.00533872440512283,0.061422708732785,0.0515428264429808,"Mef2c/Evl/Pik3r2/Tpm1/Phldb2/Fermt2/Limch1/Sh3pxd2b/Clasp1",9
"GO:0019827","BP","GO:0019827","stem cell population maintenance","12/675","173/22853",0.00543613748487446,0.0623835010092882,0.0523490746625277,"Taf6l/Apc/Cnot2/Tcf7l2/Vangl2/Prrx1/Rtf1/Pcm1/Aspm/Rif1/Tead1/Miat",12
"GO:0018023","BP","GO:0018023","peptidyl-lysine trimethylation","6/675","55/22853",0.00551077892127262,0.0630787372952812,0.0529324817438028,"Kmt2a/Sirt1/Rtf1/Atrx/Arid4b/Kmt5b",6
"GO:0051567","BP","GO:0051567","histone H3-K9 methylation","5/675","39/22853",0.00555718202493386,0.0634480298877308,0.0532423733847286,"Sirt1/Atrx/Rif1/Arid4b/Setdb2",5
"GO:1901652","BP","GO:1901652","response to peptide","22/675","411/22853",0.00565576631954526,0.0643169594440344,0.0539715350618303,"Tsc2/Eif2b2/Apc/Fyn/Sirt1/Ptk2/App/Sorbs1/Epha4/Vim/Slc2a8/Src/Cyfip1/Nucb2/Pik3r2/Ptprf/Myo5a/Vps13c/Opa1/Mars1/Plcb1/Sort1",22
"GO:1905477","BP","GO:1905477","positive regulation of protein localization to membrane","9/675","111/22853",0.00566195653674918,0.0643169594440344,0.0539715350618303,"Fyn/Nrxn1/Sorbs1/Atp2c1/Myo5a/Tcaf1/Sh3glb1/Dpp6/Rhog",9
"GO:0043113","BP","GO:0043113","receptor clustering","7/675","73/22853",0.0057391250639916,0.0650289246518442,0.0545689802070653,"Scrib/Nrxn1/Sorbs1/Flna/Agrn/Gphn/Synj2bp",7
"GO:0046628","BP","GO:0046628","positive regulation of insulin receptor signaling pathway","4/675","25/22853",0.00582308635632121,0.0657924657965797,0.055209705266528,"Sirt1/Sorbs1/Src/Opa1",4
"GO:0030948","BP","GO:0030948","negative regulation of vascular endothelial growth factor receptor signaling pathway","3/675","13/22853",0.00587982589356551,0.0657924657965797,0.055209705266528,"Epn2/Nedd4/Cd59a",3
"GO:0072393","BP","GO:0072393","microtubule anchoring at microtubule organizing center","3/675","13/22853",0.00587982589356551,0.0657924657965797,0.055209705266528,"Nin/Pcm1/Dctn1",3
"GO:0090158","BP","GO:0090158","endoplasmic reticulum membrane organization","3/675","13/22853",0.00587982589356551,0.0657924657965797,0.055209705266528,"Lpcat3/Rtn4/Arl6ip1",3
"GO:2000105","BP","GO:2000105","positive regulation of DNA-dependent DNA replication","3/675","13/22853",0.00587982589356551,0.0657924657965797,0.055209705266528,"Wiz/Cdc7/Atrx",3
"GO:0030705","BP","GO:0030705","cytoskeleton-dependent intracellular transport","13/675","197/22853",0.00590528935594327,0.0659130182589986,0.0553108667876645,"Sybu/App/Dync1i2/Pcm1/Trak1/Myo5a/Arhgap21/Madd/Dync2i1/Sun2/Camsap3/Kif1b/Wdr35",13
"GO:2001234","BP","GO:2001234","negative regulation of apoptotic signaling pathway","15/675","243/22853",0.00598577697370617,0.066547545254257,0.0558433297067499,"Bcl2l12/Fyn/Sirt1/Dab2/Rrm2b/Birc6/Src/Cdk11b/Ybx3/Faim/G2e3/Sh3glb1/Opa1/Madd/Nrg1",15
"GO:0007528","BP","GO:0007528","neuromuscular junction development","6/675","56/22853",0.0060214627531153,0.066547545254257,0.0558433297067499,"App/Sorbs1/Dctn1/Nedd4/Agrn/Gphn",6
"GO:0051653","BP","GO:0051653","spindle localization","6/675","56/22853",0.0060214627531153,0.066547545254257,0.0558433297067499,"Spire1/Nsfl1c/Dctn1/Map4/Aspm/Clasp1",6
"GO:2000649","BP","GO:2000649","regulation of sodium ion transmembrane transporter activity","6/675","56/22853",0.0060214627531153,0.066547545254257,0.0558433297067499,"Nedd4l/Nedd4/Agrn/Wnk1/Plcb1/Klhl24",6
"GO:0050905","BP","GO:0050905","neuromuscular process","13/675","198/22853",0.00615512924533708,0.0678576533754975,0.0569427060922559,"Psap/Rbfox1/App/Nrxn1/Vti1a/Nlgn3/Ap1s2/Dctn1/Aplp2/Myo5a/Atxn2/Nrg1/Ctnna2",13
"GO:0030521","BP","GO:0030521","androgen receptor signaling pathway","5/675","40/22853",0.00619978134866279,0.0681823992927694,0.057215216419419,"Sirt1/Dab2/Ube3a/Ncor2/Rnf14",5
"GO:0045732","BP","GO:0045732","positive regulation of protein catabolic process","14/675","221/22853",0.00623286043834384,0.0683785936108773,0.0573798527550018,"Apc/Sirt2/Dab2/Ptk2/Cblb/App/Nedd4l/Arih1/Fbxw7/Nedd4/Tmtc3/Smurf1/Cop1/Rnf14",14
"GO:0021954","BP","GO:0021954","central nervous system neuron development","8/675","93/22853",0.0062598123178215,0.0685067752928416,0.0574874163308023,"B4galt5/Nin/Ptk2/Epha4/Lhx6/Plxna3/Ephb1/Szt2",8
"GO:0038127","BP","GO:0038127","ERBB signaling pathway","9/675","113/22853",0.00635357544679967,0.0693637299994894,0.0582065293205338,"Rtn4/Arf4/Ptk2/Cblb/Src/Fbxw7/Ptprf/Kif16b/Nrg1",9
"GO:0030111","BP","GO:0030111","regulation of Wnt signaling pathway","18/675","317/22853",0.00653920212049433,0.0712169900841215,0.0597616913260302,"Pfdn5/Tsc2/Apc/Depdc1b/Dab2/Ctnnd2/App/Tcf7l2/Vangl2/Tbl1xr1/Src/Macf1/Aspm/Rnf146/Rapgef1/Tax1bp3/Wnk1/Ppm1b",18
"GO:0014068","BP","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","7/675","75/22853",0.00664850613173411,0.0714902024393046,0.0599909572977825,"Fyn/Sirt1/Ptk2/Ube3a/Fn1/Nedd4/Nrg1",7
"GO:0031330","BP","GO:0031330","negative regulation of cellular catabolic process","15/675","246/22853",0.00667818190984205,0.0714902024393046,0.0599909572977825,"Tsc2/Usp19/Sirt2/Tlk2/Ptk2/Epha4/Smg1/Ophn1/Larp4b/Rubcn/Dap/Tardbp/Eif4g1/Styx/Fez2",15
"GO:0046578","BP","GO:0046578","regulation of Ras protein signal transduction","13/675","200/22853",0.00668004251597713,0.0714902024393046,0.0599909572977825,"Cul3/Git1/Rtn4/Shoc2/Map4k4/Ralgps2/Auts2/Ophn1/Mapkap1/Ralgps1/Rapgef1/Madd/Nrg1",13
"GO:0035601","BP","GO:0035601","protein deacylation","9/675","114/22853",0.00672284846006654,0.0714902024393046,0.0599909572977825,"Sirt2/Sirt1/Mta1/Tbl1xr1/Ncor2/Flna/Hdac11/Lyplal1/Mta2",9
"GO:0098732","BP","GO:0098732","macromolecule deacylation","9/675","114/22853",0.00672284846006654,0.0714902024393046,0.0599909572977825,"Sirt2/Sirt1/Mta1/Tbl1xr1/Ncor2/Flna/Hdac11/Lyplal1/Mta2",9
"GO:0021801","BP","GO:0021801","cerebral cortex radial glia-guided migration","4/675","26/22853",0.00672361609747861,0.0714902024393046,0.0599909572977825,"Rtn4/Dab1/Sun2/Bmerb1",4
"GO:0022030","BP","GO:0022030","telencephalon glial cell migration","4/675","26/22853",0.00672361609747861,0.0714902024393046,0.0599909572977825,"Rtn4/Dab1/Sun2/Bmerb1",4
"GO:0030859","BP","GO:0030859","polarized epithelial cell differentiation","4/675","26/22853",0.00672361609747861,0.0714902024393046,0.0599909572977825,"Numb/Scrib/Ophn1/Camsap3",4
"GO:0060765","BP","GO:0060765","regulation of androgen receptor signaling pathway","4/675","26/22853",0.00672361609747861,0.0714902024393046,0.0599909572977825,"Sirt1/Dab2/Ncor2/Rnf14",4
"GO:1903077","BP","GO:1903077","negative regulation of protein localization to plasma membrane","4/675","26/22853",0.00672361609747861,0.0714902024393046,0.0599909572977825,"Gopc/Numb/Dab2/Lyplal1",4
"GO:0006998","BP","GO:0006998","nuclear envelope organization","5/675","41/22853",0.00689281099673527,0.0727718657467086,0.0610664642360918,"Tor1aip1/Nsfl1c/Dctn1/Tardbp/Sun2",5
"GO:0010762","BP","GO:0010762","regulation of fibroblast migration","5/675","41/22853",0.00689281099673527,0.0727718657467086,0.0610664642360918,"Tsc2/Dmtn/Ptk2/Adipor2/Mta2",5
"GO:0043551","BP","GO:0043551","regulation of phosphatidylinositol 3-kinase activity","5/675","41/22853",0.00689281099673527,0.0727718657467086,0.0610664642360918,"App/Src/Pik3r2/Rubcn/Sh3glb1",5
"GO:0009416","BP","GO:0009416","response to light stimulus","18/675","320/22853",0.0071796824051,0.0756226172574735,0.0634586705288923,"Kmt2a/Map3k4/Ube2a/Rpain/Sirt1/Mta1/App/Sik1/Meis2/Fbxw7/Usp1/Nlgn3/Ap1s2/Nedd4/Apbb1/Ccdc66/Cds2/Fbxl12",18
"GO:0001654","BP","GO:0001654","eye development","22/675","420/22853",0.00722173175303937,0.0758627937047539,0.0636602144398214,"Pfdn5/Tulp3/Apc/Slc4a7/Scrib/Zeb1/Celf4/Pou2f1/Vim/Abi2/Slc25a25/Meis2/Prom1/Tenm3/Ephb1/Ptprm/Sh3pxd2b/Ccdc66/Rhoj/Bcl11b/Phactr4/Miat",22
"GO:0006473","BP","GO:0006473","protein acetylation","13/675","202/22853",0.00723988883318196,0.0758627937047539,0.0636602144398214,"Kmt2a/Taf6l/Brd8/Kansl1/Sirt1/App/Meaf6/Phf14/Ing3/Auts2/Apbb1/Zzz3/Phf20l1",13
"GO:0045176","BP","GO:0045176","apical protein localization","3/675","14/22853",0.00732083567509659,0.0758627937047539,0.0636602144398214,"Arf4/Vangl2/Rab14",3
"GO:0072160","BP","GO:0072160","nephron tubule epithelial cell differentiation","3/675","14/22853",0.00732083567509659,0.0758627937047539,0.0636602144398214,"Mef2c/Mtss1/Prom1",3
"GO:1902018","BP","GO:1902018","negative regulation of cilium assembly","3/675","14/22853",0.00732083567509659,0.0758627937047539,0.0636602144398214,"Tchp/Evi5l/Map4",3
"GO:1903671","BP","GO:1903671","negative regulation of sprouting angiogenesis","3/675","14/22853",0.00732083567509659,0.0758627937047539,0.0636602144398214,"Epn2/Sema6a/Synj2bp",3
"GO:2000650","BP","GO:2000650","negative regulation of sodium ion transmembrane transporter activity","3/675","14/22853",0.00732083567509659,0.0758627937047539,0.0636602144398214,"Nedd4l/Nedd4/Agrn",3
"GO:0099174","BP","GO:0099174","regulation of presynapse organization","5/675","42/22853",0.00763820763621435,0.0789692112066677,0.0662669626843044,"Ptprs/App/Nrxn1/Nlgn3/Eif4g1",5
"GO:0061097","BP","GO:0061097","regulation of protein tyrosine kinase activity","7/675","77/22853",0.00766080802952772,0.0790207945482549,0.0663102488121492,"Cblb/App/Epha4/Fbxw7/Aplp2/Srcin1/Agrn",7
"GO:0048843","BP","GO:0048843","negative regulation of axon extension involved in axon guidance","4/675","27/22853",0.00771168240448759,0.0791408339378963,0.0664109797885952,"Sema6a/Slit1/Sema6d/Plxna3",4
"GO:0098698","BP","GO:0098698","postsynaptic specialization assembly","4/675","27/22853",0.00771168240448759,0.0791408339378963,0.0664109797885952,"Ptprs/Numb/Nrxn1/Nlgn3",4
"GO:0043010","BP","GO:0043010","camera-type eye development","20/675","372/22853",0.00772535887336719,0.0791408339378963,0.0664109797885952,"Pfdn5/Tulp3/Apc/Slc4a7/Scrib/Zeb1/Celf4/Pou2f1/Vim/Abi2/Slc25a25/Prom1/Tenm3/Ephb1/Ptprm/Ccdc66/Rhoj/Bcl11b/Phactr4/Miat",20
"GO:0006900","BP","GO:0006900","vesicle budding from membrane","6/675","59/22853",0.00776003552039078,0.0793149871981627,0.0665571203846969,"Cul3/Dnm1/Sec23b/Ap1s2/Sec24c/Dnm3",6
"GO:0150063","BP","GO:0150063","visual system development","22/675","423/22853",0.0078165122601563,0.079710660253003,0.0668891491736342,"Pfdn5/Tulp3/Apc/Slc4a7/Scrib/Zeb1/Celf4/Pou2f1/Vim/Abi2/Slc25a25/Meis2/Prom1/Tenm3/Ephb1/Ptprm/Sh3pxd2b/Ccdc66/Rhoj/Bcl11b/Phactr4/Miat",22
"GO:0043401","BP","GO:0043401","steroid hormone mediated signaling pathway","9/675","117/22853",0.00792989434351088,0.0806835281617535,0.0677055306521981,"Sirt1/Cnot2/Dab2/Ube3a/Src/Ncor2/Ufsp2/Nedd4/Rnf14",9
"GO:0061136","BP","GO:0061136","regulation of proteasomal protein catabolic process","12/675","182/22853",0.00804054755543846,0.0816242915865439,0.0684949716737399,"Usp19/Sirt2/Tlk2/Dab2/Arih1/Fbxw7/Ophn1/Pkd1/Tmtc3/Cop1/Styx/Rnf14",12
"GO:0051966","BP","GO:0051966","regulation of synaptic transmission, glutamatergic","7/675","78/22853",0.00820760871406412,0.0831321451467397,0.0697602860168881,"Mef2c/Atad1/Nrxn1/Stxbp1/Ophn1/Nlgn3/Myo5a",7
"GO:0021782","BP","GO:0021782","glial cell development","9/675","118/22853",0.00836682323710798,0.0843223107544336,0.0707590127194607,"Eif2b2/Sirt2/B4galt5/Plec/App/Tcf7l2/Vim/Hdac11/Nrg1",9
"GO:0035176","BP","GO:0035176","social behavior","6/675","60/22853",0.00841242394266371,0.0843223107544336,0.0707590127194607,"Tsc2/Nrxn1/Nlgn3/Pcm1/Gng8/Atxn1l",6
"GO:0099172","BP","GO:0099172","presynapse organization","6/675","60/22853",0.00841242394266371,0.0843223107544336,0.0707590127194607,"Ptprs/App/Nrxn1/Nlgn3/Cadm1/Eif4g1",6
"GO:0061462","BP","GO:0061462","protein localization to lysosome","5/675","43/22853",0.00843786884973049,0.0843223107544336,0.0707590127194607,"Rtn4/Gpr137b/Nedd4/Szt2/Sort1",5
"GO:1900026","BP","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","5/675","43/22853",0.00843786884973049,0.0843223107544336,0.0707590127194607,"Lims1/Dmtn/Dab2/Flna/Fermt2",5
"GO:2000008","BP","GO:2000008","regulation of protein localization to cell surface","5/675","43/22853",0.00843786884973049,0.0843223107544336,0.0707590127194607,"Gopc/Nedd4l/Tax1bp3/Nrg1/Synj2bp",5
"GO:0051492","BP","GO:0051492","regulation of stress fiber assembly","8/675","98/22853",0.00851714699340043,0.0849254190208617,0.0712651106324991,"Evl/Pik3r2/Tpm1/Phldb2/Fermt2/Limch1/Sh3pxd2b/Clasp1",8
"GO:0044782","BP","GO:0044782","cilium organization","20/675","376/22853",0.00863549206174896,0.0857463828809565,0.0719540219265437,"Tchp/Evi5l/Asap1/Cep20/Arl13b/Ablim1/Vangl2/Flna/Pcm1/Dctn1/Map4/Cep350/2700049A03Rik/Bbs9/Cplane1/Dync2i1/Ccdc66/Bbs5/Wdr35/Ehd2",20
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","19/675","351/22853",0.00865547039025332,0.0857463828809565,0.0719540219265437,"Lpcat3/Sirt2/Fyn/Sirt1/Dab2/Ptk2/App/Arih1/Epha4/Src/Fbxw7/Asph/Tmtc3/Acer2/Smurf1/Dap/Cop1/Rnf14/Wdr35",19
"GO:0048880","BP","GO:0048880","sensory system development","22/675","427/22853",0.00867114155507263,0.0857463828809565,0.0719540219265437,"Pfdn5/Tulp3/Apc/Slc4a7/Scrib/Zeb1/Celf4/Pou2f1/Vim/Abi2/Slc25a25/Meis2/Prom1/Tenm3/Ephb1/Ptprm/Sh3pxd2b/Ccdc66/Rhoj/Bcl11b/Phactr4/Miat",22
"GO:0033143","BP","GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway","7/675","79/22853",0.00878260174563966,0.0857463828809565,0.0719540219265437,"Sirt1/Cnot2/Dab2/Src/Ncor2/Ufsp2/Rnf14",7
"GO:0046626","BP","GO:0046626","regulation of insulin receptor signaling pathway","7/675","79/22853",0.00878260174563966,0.0857463828809565,0.0719540219265437,"Tsc2/Sirt1/Sorbs1/Src/Nucb2/Ptprf/Opa1",7
"GO:1903201","BP","GO:1903201","regulation of oxidative stress-induced cell death","7/675","79/22853",0.00878260174563966,0.0857463828809565,0.0719540219265437,"Fbxo7/Psap/Fyn/Sirt1/App/Fbxw7/Rnf146",7
"GO:0001919","BP","GO:0001919","regulation of receptor recycling","4/675","28/22853",0.00879058081685758,0.0857463828809565,0.0719540219265437,"Dab2/Scrib/Kif16b/Ap1ar",4
"GO:0007176","BP","GO:0007176","regulation of epidermal growth factor-activated receptor activity","4/675","28/22853",0.00879058081685758,0.0857463828809565,0.0719540219265437,"Cblb/App/Fbxw7/Aplp2",4
"GO:0140058","BP","GO:0140058","neuron projection arborization","4/675","28/22853",0.00879058081685758,0.0857463828809565,0.0719540219265437,"Macf1/Phactr1/Taok2/Afdn",4
"GO:1904376","BP","GO:1904376","negative regulation of protein localization to cell periphery","4/675","28/22853",0.00879058081685758,0.0857463828809565,0.0719540219265437,"Gopc/Numb/Dab2/Lyplal1",4
"GO:0045666","BP","GO:0045666","positive regulation of neuron differentiation","9/675","119/22853",0.00882179849865093,0.085864229638713,0.0720529129573567,"Mef2c/Spag9/Nin/App/Zeb1/Dab1/Tcf12/Eif4g1/Tcf4",9
"GO:0050768","BP","GO:0050768","negative regulation of neurogenesis","11/675","162/22853",0.00885358133148292,0.0859870550527356,0.0721559818243664,"Tsc2/Ptprs/Sirt2/Sema6a/Rtn4/Ptk2/Slit1/Sema6d/Dab1/Plxna3/Pcm1",11
"GO:0010771","BP","GO:0010771","negative regulation of cell morphogenesis involved in differentiation","3/675","15/22853",0.00895254785448564,0.0860173066875312,0.0721813674642063,"Dmtn/Ttc3/Ap1ar",3
"GO:0014857","BP","GO:0014857","regulation of skeletal muscle cell proliferation","3/675","15/22853",0.00895254785448564,0.0860173066875312,0.0721813674642063,"Sirt1/Paxbp1/Ephb1",3
"GO:0048680","BP","GO:0048680","positive regulation of axon regeneration","3/675","15/22853",0.00895254785448564,0.0860173066875312,0.0721813674642063,"Rtn4/Flna/Nrg1",3
"GO:0098917","BP","GO:0098917","retrograde trans-synaptic signaling","3/675","15/22853",0.00895254785448564,0.0860173066875312,0.0721813674642063,"Cadm1/Tenm2/Plcb1",3
"GO:1902306","BP","GO:1902306","negative regulation of sodium ion transmembrane transport","3/675","15/22853",0.00895254785448564,0.0860173066875312,0.0721813674642063,"Nedd4l/Nedd4/Agrn",3
"GO:1902882","BP","GO:1902882","regulation of response to oxidative stress","8/675","99/22853",0.00903343046717162,0.0866089797141006,0.072677869503088,"Fbxo7/Psap/Fyn/Sirt1/App/Fbxw7/Mapkap1/Rnf146",8
"GO:0002011","BP","GO:0002011","morphogenesis of an epithelial sheet","6/675","61/22853",0.00910323131754513,0.0869068062166489,0.0729277904207367,"Vangl2/Flna/Phldb2/Fermt2/Clasp1/Phactr4",6
"GO:0010812","BP","GO:0010812","negative regulation of cell-substrate adhesion","6/675","61/22853",0.00910323131754513,0.0869068062166489,0.0729277904207367,"Dmtn/Src/Cask/Phldb2/Acer2/Ap1ar",6
"GO:0009314","BP","GO:0009314","response to radiation","22/675","429/22853",0.00912608980258587,0.0869400529600909,0.0729556894040667,"Kmt2a/Map3k4/Ube2a/Rpain/Sirt1/Tlk2/Mta1/App/Sik1/Meis2/Rad51/Fbxw7/Usp1/Nlgn3/Ap1s2/Kars/Nedd4/Apbb1/Cop1/Ccdc66/Cds2/Fbxl12",22
"GO:0051783","BP","GO:0051783","regulation of nuclear division","10/675","141/22853",0.00918938056089445,0.0873575224083335,0.0733060086224787,"Cul3/Apc/Sirt2/Tom1l1/Cdc27/Eif4g3/Cdk11b/Kntc1/Sh2b1/Plcb1",10
"GO:2000058","BP","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","11/675","163/22853",0.009249687812494,0.0877449243438912,0.0736310967070013,"Sirt2/Tlk2/Dab2/Ptk2/Arih1/Ube3a/Fbxw7/Smurf1/Cop1/Styx/Rnf14",11
"GO:0050919","BP","GO:0050919","negative chemotaxis","5/675","44/22853",0.009293649005186,0.0877907433395149,0.0736695456876461,"Sema6a/Slit1/Sema6d/Plxna3/Nrg1",5
"GO:0061098","BP","GO:0061098","positive regulation of protein tyrosine kinase activity","5/675","44/22853",0.009293649005186,0.0877907433395149,0.0736695456876461,"App/Epha4/Fbxw7/Srcin1/Agrn",5
"GO:0019216","BP","GO:0019216","regulation of lipid metabolic process","20/675","379/22853",0.00937345997067632,0.0881123149513305,0.0739393922984316,"Psap/Lpcat3/Tafazzin/Sirt1/Dab2/App/Sik1/Stard4/Tcf7l2/Sorbs1/Gk/Tbl1xr1/Src/Ccnc/Crtc3/Nucb2/Rubcn/Sh3glb1/Pex2/Bcl11b",20
"GO:0031668","BP","GO:0031668","cellular response to extracellular stimulus","14/675","232/22853",0.00937546941042259,0.0881123149513305,0.0739393922984316,"Nuak2/Hnrnpl/Sirt1/Cpeb4/Plec/Sik1/Tcf7l2/Pik3c2a/Szt2/Nudt1/Sh3glb1/Dap/Mars1/Eif4g1",14
"GO:0051262","BP","GO:0051262","protein tetramerization","7/675","80/22853",0.00938660275166838,0.0881123149513305,0.0739393922984316,"Evl/App/Usp16/Gls/Crtc3/Cbr4/Pkd1",7
"GO:0016241","BP","GO:0016241","regulation of macroautophagy","8/675","100/22853",0.00957271078264089,0.0896717187509597,0.0752479649917734,"Tsc2/Atp6v0a1/Sirt1/Smg1/Vps13c/Rubcn/Sh3glb1/Fez2",8
"GO:0031023","BP","GO:0031023","microtubule organizing center organization","10/675","142/22853",0.009632774973116,0.0900463777174406,0.0755623598220086,"Ppp1r12a/Sirt1/4933427D14Rik/Nin/Nubp1/Nsfl1c/Pcm1/Dctn1/Haus6/Clasp1",10
